address,website,email,headMasterName,respName,estdYear,boardSec,boardHighSec,boardSecName,boardHighSecName,recogYearPri,recogYearUpr,recogYearSec,recogYearHsec,cwsnSchYn,cwsnSchYnDesc,shiftSchYn,shiftSchYnDesc,resiSchYn,resiSchDesc,resiSchTypeName,resiSchTypeId,schPhone,mediumOfInstrName1,mediumOfInstrName2,mediumOfInstrName3,mediumOfInstrName4,mediumOfInstrId1,mediumOfInstrId2,mediumOfInstrId3,mediumOfInstrId4,minorityYn,minorityYnDesc,anganwadiYn,anganwadiYnDesc,anganwadiStuB,anganwadiStuG,anganwadiTchTrained,cceYn,cceYnDesc,instructionalDays,noInspect,noVisitCrc,noVisitBrc,noVisitDis,smcYn,smcYnDesc,smdcYn,smdcYnDesc,approachRoadYnDesc,smdcSmcSameYnDesc,txtbkPriYnDesc,txtbkUprYnDesc,txtbkSecYnDesc,txtbkHsecYnDesc,spltrgYnDesc,suppMatRecdYnDesc,approachRoadYn,ppSecYN,ppSecDesc,schoolId,yearId,yearDesc,stateId,districtId,districtName,blockId,blockName,schoolName
"At-Dahibhat Kala,Po-Tulsia,Ps-Dighalbank,Block-Dighalbank,District-Kishanganj,Bihar,855101",,umsdahibhatkala5801@gmail.com,RUBITA KUMARI,RUBITA KUMARI,1949,0,0,NA,NA,1949,2006,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,6,0,2,4,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2479959,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS DAHI BHAT KALA
AT-SAITHABARI PO-TAIYABPUR PS-POTHIA DIST-KISHANGANJ,,,MD MATIUR RAHMAN,MD MATIUR RAHMAN,2007,0,0,NA,NA,2007,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,6,4,2,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2482681,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,UMS  SAITHA BARI
AT-SINGHIMARI PO-RAIPUR DIST-KISHANGANJ,,,MD MULEHUDDIN ,MD MUSLEHUDDIN,1960,0,0,NA,NA,,1965,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,1,1-Yes,132,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2455818,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,MADARSA  REYAZUL  ULOOM SINGHIMARI
"At-Talgachh,Po-Korhobari,Block-Dighalbank,District-Kishanganj,Bihar,855101",,uhslaxmipurtalgachh2500501@gmail.com,MD ANJAR ALAM,MD ANJAR ALAM,1959,2,0,2-State Board,NA,1959,1959,2014,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,11,5,3,3,1,1-Yes,1,1-Yes,1-Yes,,,,,,,,1,2,2-No,2434350,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,MS LAXMIPUR TALGACH
NPS Nawghata po Hulhuli thakurganj kishanganj,,npsnawghata@gmail.com,DAYASHANKAR SINGH,DAYASHANKAR  SINGH,2006,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,253,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2439829,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS NAWGHATA
BARCHOUNDI THAKURGANJ KISHANGANJ,,umsmiliktola13@gmail.com,SHIV NARAYAN PANDIT,SHIVE NARAYAN PANDIT,2007,0,0,NA,NA,2007,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,132,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2473407,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS MILIKTOLA
sakhua dali thakurganj,,chandarewat638@gmail.com,CHANDAR KEWAT,CHANDAR KEWAT,1975,0,0,NA,NA,1975,2014,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,132,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2483990,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS.SAKHUADALI
BAHADURGANJ  GOPALPUR HAT ,,,BADRUL WORA,BADRUL WORA,1969,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,19-English,NA,NA,18,19,0,0,2,2-No,9,NA,0,0,9,1,1-Yes,0,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2442729,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA SAIFULALOOM SATAL ISTAMRAR
GUL BASTI ROAD KISHANGANJ,,jharnabalasaha@gmail.com,JHARNA BALA SAHA,JHARNA BALA SAHA,1902,0,0,NA,NA,1902,1971,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,2,2-No,131,9,0,7,5,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2453473,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,MS LINE URDU
AT-NAYABASTI PARLABARI PO-RAIPUR KHARKHARI DIST-KISHANGANJ,,psnayabastishershawaditola@gmail.com,RAJ KUMAR ,RAJ KUMAR,2010,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,0,0,0,0,1,1-Yes,9,NA,2-No,,,,,,,,2,2,2-No,2475723,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,NPS NAYA BASTI SHERSHAH BADI TOLA
BAHADURGANJ BAHADURGANJ ,,,NOORUL ALAM,NOORUL ALAM,2006,0,0,NA,NA,,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,0,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2431918,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS  MILLATNAGAR
BAHADURGANJ NATWA PAR A,,umssakorgopalpur@gmail.com,SHYAM LAL BOSAK,SHYAM LAL BOSAK,1972,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,NA,NA,4,19,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,0,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2453517,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS SAKOR GOPALPUR
AT-MASJIGAR PO-BAGALBARI,,,MD MAHBOOB ALAM,MD MAHBOOB ALAM,1960,0,0,NA,NA,1976,1976,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,1,1-Yes,154,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2447309,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SALIMIA MASJIDGARH
lodhabari tahkurganj kishanganj,,umslodhatkg@gmail.com,KAMAKHYA CHRAN SINGH,KAMAKHYA CHARAN SINGH,1967,2,0,2-State Board,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,235,0,0,0,0,2,2-No,2,2-No,1-Yes,,,,,,,,1,2,2-No,2428129,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,MS LODHA
Nayaganj po saraikuri thakurganj kishanganj,,vssnpsnayaganj2007@gmail.com,SHAHIN ARA,SHAHIN ARA,2010,0,0,NA,NA,2010,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2439331,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS NAYAGANJ MUSLIM TOLA
"At-Kumhar Toli,Po-Tulsia,Ps-Dighalbank,Block-Dighalbank,District-Kishanganj,Bihar,8551001",,zafarmahir@gmail.com,AHSAN ZAFAR MAHIR,AHSAN ZAFAR MAHIR,1948,0,0,NA,NA,1948,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,7,5,2,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2453590,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS MIRDHAN DANGI
"UMS SALKI, BELWA, KISHANGANJ",,umssalki1958@gmail.com,TAMAL KUMAR GHOSH,TAMAL KUMAR GHOSH,1958,0,0,NA,NA,1958,2005,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,2,2-No,130,8,0,4,4,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2444708,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS SALKI
BAHADURGNJ LOHAGARA HAT ,,uhslohagara@gmail.com,MUKESH KUMAR YADAV,MUKESH KUMAR YADAV,1934,2,0,2-State Board,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,0,0,0,0,0,2,2-No,2,2-No,1-Yes,,,,,,,,1,2,2-No,2435046,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MS LOHA GARA HAT
AT-PHOOLWARI KOCHADHAMAN,,madrasasamdia@gmail.com,Md Asgar Ali,Md Asgar Ali,1961,0,0,NA,NA,1962,1962,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,2,2-No,9,NA,0,0,9,1,1-Yes,143,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2415341,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SAMADIYA PHOOL BARI
Naya Munsibhita Thakurganj kishanganj,,rozibegum472@gmail.com,ROJI BEGAM,ROJI  BEGAM,2010,0,0,NA,NA,,,,,2,2-No,1,1-Yes,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,131,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2405691,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS NAYA MUNSIBHITA
"At-Mohamari,Po-Dhantola,Block-Dighalbank,District-Kishanganj,Bihar,855101",,umsmohamari5601@gmail.com,INDRA DEV SINGH,INDRA DEV SINGH,1952,0,0,NA,NA,1952,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,22,12,6,4,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2488899,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS MOHA MARI
"U.M.S Samda, Daula Kishanganj",,kumararun94082@gmail.com,ARUN KUMAR,ARUN KUMAR,1951,0,0,NA,NA,1951,2007,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,18-Urdu,NA,4,19,18,0,2,2-No,2,2-No,0,0,9,2,2-No,153,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2422989,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS SAMDA
at-dhoom basti kutti kochadhaman,,10082713401@gmail.com,RIZWAN JALIL ANWER,RIZWAN JALIL ANWER,2007,0,0,NA,NA,2007,2012,,,2,2-No,1,1-Yes,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,4,0,2,2,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2478495,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS DHOOM BASTI
Petbhari thakurganj kishanganj,,umskochbasti@gmail.com,PRABHASH KUMAR SINGH,PRABHASH KUMAR SINGH,1965,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,212,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2487015,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS KOCHBASTI
Bholabhitta thakurganj kishanganj,,,ANAND KUMAR MANDAL,ANAND KUMAR MANDAL,1962,0,0,NA,NA,1962,2011,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,131,4,0,4,2,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2439827,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS BHOLA BHITA
MCM RANI CHUNAMARI MOUDHO ,,,Md Yaquib,Md Yaquib,1980,0,0,NA,NA,1980,1980,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,154,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2458423,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SAMRUL ISLAM RANI CHUNAMARI
"VILL- MAHAMADPUR, SURJAPUR, KISHANGANJ",,mdhafizurrahman7739@gmail.com,MD HAFIZUR RAHMAN,MD HAFIZUR RAHMAN,1956,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,2,2-No,130,8,2,3,5,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2478478,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,MS MAHAMAD PUR
AT-NAYA TOLA BISHANPUR KOCHADHAMAN,,10082715501@GMAIL.COM,MD NAHID AKHTER,MD NAHID AKHTER,2007,0,0,NA,NA,2007,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,109,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2412453,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS NAYATOLA BISHANPUR
Gidhin gola thakurganj kishanganj,,umsgidhingola@gmail.com,JAMILUR RAHAMAN,JAMILUR RAHAMAN,1973,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,134,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2417411,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS GUNJAR MARI
Moti bagh Ward No 5 Kishanganj,,10082111501@gmail.com,MD ASGHAR ALIM,MD ASGHAR ALIM,2006,0,0,NA,NA,2006,2014,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,1,1-Yes,16,14,1,2,2-No,224,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2442728,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,U.M.S. MOTIBAG
"UMS SAPTIA BISHANPUR, PO- DOGHARIA , VIA - SONTHA , BLOCK - KOCHADHAMAN,  DIST. - KISHANGANJ  (BIHAR )",,umssaptiabishanpur@gmail.com,MAHBOOB ELAHI,MAHBOOB ELAHI,1972,0,0,NA,NA,1972,2004,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,1,1-Yes,131,3,0,3,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2435049,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS SAPTIA BISHANPUR
at-dahuwabari bishanpur kochadhaman,,10082709301@gmail.com,NUDRAT SERWAT,NUDRAT SERWAT,1928,0,0,NA,NA,1928,2006,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,12,2,2,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2468866,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS DAHUWABARI
gargaon sontha  kochadhaman,,,Shahroz akhter,Shahroz Akhter,1980,0,0,NA,NA,1980,2013,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,4-Hindi,NA,NA,18,4,0,0,1,1-Yes,9,NA,0,0,9,1,1-Yes,153,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2418909,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SEHATUL MUSLEMIN GARGAON SONTHA
BAHADURGANJ  MAHESH BATHANA ,,uhsmahesbathna@gmail.com,MUKHLISUR RAHMAN,MUKHLISUR RAHMAN,1935,2,0,2-State Board,NA,,1935,2012,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,0,0,0,0,0,2,2-No,2,2-No,1-Yes,,,,,,,,1,2,2-No,2433626,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MS MAHESH BATHANA
VILL NAYATOLA MUSHARA PO FULBARI PANCHAYAT JHUNKI MUSHARA BLOCK TERHAGACHH,,RUMAKNE556@GMAIL.COM,UMME RUMA,UMME RUMA,2010,0,0,NA,NA,2010,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,131,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2435918,9,2022-23,110,2008,KISHANGANJ,20096,TERHA GACHH,NPS NAYA TOLA MUSHARA
"VILL- MOTI HARA, P.O- BELWA, KISHANGANJ",,umsmotihara@gmail.com,JAMED AKHTAR ANSARI,JAMED AKHTAR ANSARI,1966,0,0,NA,NA,1966,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,18-Urdu,NA,4,19,18,0,2,2-No,2,2-No,0,0,9,2,2-No,115,10,5,3,2,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2479220,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS  MOTI HARA
AT-SARAI PO SONTHA KOCHADHAMAN ,,umssarai@gmail.com,ALAM RABBANI SHAHI,ALAM RABBANI SHAHI,1964,0,0,NA,NA,1964,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,0,1,1,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2410216,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS SARAI
BAHADURGANJ BHATA BARI ,,,MD ABADULLAH,MD ABADULLAH,1958,0,0,NA,NA,1960,1960,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,4-Hindi,19-English,NA,18,4,19,0,2,2-No,9,NA,0,0,9,2,2-No,0,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2456539,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA SHABBANUL MUSLEMEEN BHATBARI
"VILL- MAHINGAON, POST- HATWAR, KISHANGANJ",,,MITHILESH KUMAR,MITHILESH KUMAR,1962,2,0,2-State Board,NA,1962,,2012,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,2,2-No,255,9,0,4,5,2,2-No,2,2-No,1-Yes,,,,,,,,1,2,2-No,2464809,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,MS MAHINGAON
at pathamari nayatola thakurganj kishanganj,,npspathamarin.t.@gmail.com,UMAKANT SINGH,UMAKANT SINGH,2012,0,0,NA,NA,2012,,,,2,2-No,1,1-Yes,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,114,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2413386,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS NAYA TOLA PATHAMARI
WARD NO. 11 dharamganj  VIVEKANAND NAGAR,,avnishkne@gmail.com,AVNISH KUMAR,AVNISH KUMAR,2006,0,0,NA,NA,2006,2014,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,NA,NA,4,19,0,0,2,2-No,1,1-Yes,18,21,1,2,2-No,133,8,3,4,1,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2442715,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS MUKUND  TOSHNIWAL VIVEKANAND NAGAR
sarai kuri thakurganj kishanganj,,,MD RUMMAN AHMED,MD RUMMAN AHMED,1955,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,1,1-Yes,15,20,1,2,2-No,132,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2483989,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS SARAI KURI
BAHADURGANJ NATWA PARA ,,,SHABINA BEGUM,SHABINA BEGUM,2011,0,0,NA,NA,2011,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,2,2-No,0,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2486335,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS NAYEEM NAGAR
"At-Singhimari Milik,Block-Dighalbank,District-Kishanganj,Bihar,855101",,msdhsinghimarimilik611@gmail.com,MD JAMILUR RAHMAN,MD JAMILUR RAHMAN,1968,0,0,NA,NA,1969,1987,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,1,1-Yes,240,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2477770,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA  SHAMSIA DARUL HODA SINGHMARI MILIK
BAHADURGANJ  MANDAL TOLA ,,,NASAR ALAM,NASAR ALAM,1965,2,0,2-State Board,NA,,,2013,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,0,0,0,0,0,2,2-No,2,2-No,1-Yes,,,,,,,,1,2,2-No,2487337,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MS MANDAL TOLA DOHAR
BAHADURGANJ  HARI BHASHA ,,,LALCHAND MANJHI,LALCHAN MANJHI,1942,0,0,NA,NA,1942,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,19-English,NA,NA,4,19,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,0,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2443970,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS MUSAL DENGA
AT-SARAKPURA  SONTHA KOCHADHAMAN,,10082709702@GMAIL.COM,LALITA KUMARI,MD SHAKIL AKHTAR,1970,0,0,NA,NA,1970,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,132,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2479236,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS SARAK PURA
BAHADURGANJ LAUVHA  BAISIA ,,,MD FAROOQUE AZAM,MD FAROOQUE AZAM,2005,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,0,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2455825,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS NAZIM TOLA LAUCHA
"At-Kumhiya Hat,Po-Lohagara,Panchayat-Ekra,Block-Dighalbank,District-Kishanganj,Bihar,855101",,,MD SHAKIL AHMAD ANJUM,MD SHAKIL ANJUM,1962,0,0,NA,NA,1962,1962,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,1,1-Yes,203,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2468118,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA SHAMSUL ULOOM  KUMHIYA HAT
AT-MARIA PO-MARIA VIA-TAIYABPUR PS-PAHARKATTA DIST-KISHANGANJ,,msmaria0123@gmail.com,MD NAFIS ALAM,MD NAFIS ALAM,1972,2,0,2-State Board,NA,1972,1972,2012,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,158,18,15,2,1,1,1-Yes,1,1-Yes,1-Yes,,,,,,,,1,2,2-No,2473406,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,MS MARIA
"At-Mustafaganj,Ward-15,Po-Tulsia,Ps-Dighalbank,Block-Dighalbank,District-Kishanganj,Bihar,855101",,umsmustafaganj2701@gmail.com,MD YUSUF ALAM,MD YUSUF ALAM,1968,0,0,NA,NA,1968,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,131,5,2,2,1,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2435042,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS MUSTAFA GANJ
